ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg)
8.970691008963642332e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.970844860813274124e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.970997905047536847e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.971150145905848206e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.971301587605377392e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.971452234341150245e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.971602090286174302e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.971751159591553915e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.971899446386599664e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.972046954778946315e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.972193688854670768e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.972339652678392952e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.972484850293405145e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.972629285721768611e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.972772962964435806e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.972915886001352703e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.973058058791579583e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.973199485273387666e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.973340169364377061e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.973480114961584775e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.973619325941592706e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.973757806160628547e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.973895559454679471e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.974032589639598712e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.974168900511205038e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.974304495845396445e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.974439379398245364e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.974573554906110928e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.974707026085735606e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.974839796634356048e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.974971870229798299e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.975103250530580112e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.975233941176018959e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.975363945786325814e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.975493267962708899e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.975621911287471733e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.975749879324114033e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.975877175617431192e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.976003803693608063e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.976129767060318443e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.976255069206830228e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.976379713604086419e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.976503703704814541e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.976627042943619017e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.976749734737069275e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.976871782483807749e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.976993189564629461e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.977113959342587179e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.977234095163076688e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.977353600353936258e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.977472478225533337e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.977590732070856916e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.977708365165612747e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.977825380768311447e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.977941782120355185e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.978057572446134316e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.978172754953114065e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.978287332831916956e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.978401309256425122e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.978514687383854209e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.978627470354847162e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.978739661293565177e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.978851263307763020e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.978962279488888498e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.979072712912156362e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.979182566636640672e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.979291843705358644e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.979400547145353073e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.979508679967774754e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.979616245167970590e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.979723245725563174e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.979829684604533213e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.979935564753303368e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.980040889104820678e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.980145660576633304e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.980249882070977208e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.980353556474851473e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.980456686660099308e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.980559275483491888e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.980661325786805094e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.980762840396893409e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.980863822125775187e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.980964273770705120e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.981064198114256669e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.981163597924394537e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.981262475954557090e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.981360834943725990e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.981458677616507202e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.981556006683202042e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.981652824839885341e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.981749134768480758e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.981844939136831840e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.981940240598778757e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.982035041794232200e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.982129345349244431e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.982223153876078925e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.982316469973292783e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.982409296225797846e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.982501635204941692e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.982593489468567327e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.982684861561095602e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.982775754013590586e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.982866169343829199e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.982956110056372268e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.983045578642632734e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.983134577580946711e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.983223109336637435e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.983311176362091999e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.983398781096819619e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.983485925967526953e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.983572613388179207e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.983658845760071188e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.983744625471895517e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.983829954899800896e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.983914836407465998e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.983999272346160581e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.984083265054812273e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.984166816860071947e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.984249930076374824e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.984332607006010107e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.984414849939179248e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.984496661154061314e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.984578042916876939e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.984658997481953691e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.984739527091781497e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.984819633977080855e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.984899320356861097e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.984978588438485758e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.985057440417728003e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.985135878478837412e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.985213904794596829e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.985291521526383463e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.985368730824227157e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.985445534826874336e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.985521935661844850e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.985597935445485973e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.985673536283040619e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.985748740268697077e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.985823549485654382e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.985897966006173476e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.985971991891638311e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.986045629192609852e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.986118879948887184e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.986191746189564356e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.986264229933077274e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.986336333187273340e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.986408057949456918e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.986479406206446185e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.986550379934634236e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.986620981100035976e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.986691211658347811e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.986761073554998802e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.986830568725206092e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.986899699094031746e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.986968466576426806e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.987036873077295240e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.987104920491537996e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.987172610704109843e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.987239945590071954e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.987306927014643065e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.987373556833250632e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.987439836891580569e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.987505769025631253e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.987571355061764677e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.987636596816753354e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.987701496097834308e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.987766054702758822e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.987830274419839327e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.987894157028001985e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.987957704296835004e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.988020917986636960e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.988083799848463684e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.988146351624185115e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.988208575046522242e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.988270471839101106e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.988332043716502540e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.988393292384306221e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.988454219539137569e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.988514826868716057e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.988575116051902114e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.988635088758744018e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.988694746650521950e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.988754091379796307e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.988813124590454606e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.988871847917751268e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.988930262988360198e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.988988371420413159e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.989046174823549507e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.989103674798961663e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.989160872939433489e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.989217770829388598e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.989274370044931572e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.989330672153899116e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.989386678715892742e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.989442391282328515e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.989497811396481097e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.989552940593517860e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.989607780400555725e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.989662332336691009e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.989716597913042051e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.989770578632801801e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.989824275991269076e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.989877691475895460e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.989930826566319411e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.989983682734420256e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.990036261444342358e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.990088564152549111e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.990140592307859890e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.990192347351485580e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.990243830717072626e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.990295043830742827e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.990345988111130282e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.990396664969424023e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.990447075809402122e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.990497222027480007e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.990547105012734619e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.990596726146958417e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.990646086804686377e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.990695188353238620e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.990744032152760212e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.990792619556252419e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.990840951909616763e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.990889030551690553e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.990936856814279565e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.990984432022204942e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.991031757493325927e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.991078834538588183e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.991125664462055056e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.991172248560943103e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.991218588125663302e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.991264684439848054e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.991310538780393813e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.991356152417495196e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.991401526614677664e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.991446662628835895e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.991491561710263625e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.991536225102692015e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.991580654043326604e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.991624849762875726e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.991668813485590306e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.991712546429289432e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.991756049805404416e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.991799324819004369e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.991842372668834571e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.991885194547346316e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.991927791640735279e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.991970165128964254e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.992012316185807208e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.992054245978872018e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.992095955669640261e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.992137446413498481e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.992178719359762340e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.992219775651720681e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.992260616426656838e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.992301242815885587e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.992341655944785828e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.992381856932821904e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.992421846893589077e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.992461626934831997e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.992501198158483078e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.992540561660689491e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.992579718531845856e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.992618669856619817e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.992657416713988994e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.992695960177262293e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.992734301314122547e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.992772441186637877e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.992810380851307173e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.992848121359085667e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.992885663755406256e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.992923009080217867e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.992960158368006773e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.992997112647833546e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993033872943354368e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993070440272849453e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993106815649260000e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993143000080205240e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993178994568015128e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993214800109760176e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993250417697275623e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993285848317191267e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993321092950955631e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993356152574868645e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993391028160104383e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993425720672733803e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993460231073765954e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993494560319157927e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993528709359850382e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993562679141794547e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993596470605973536e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993630084688430770e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993663522320296977e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993696784427818613e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993729871932373499e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993762785750506339e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993795526793950046e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993828095969652736e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993860494179800469e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993892722321844246e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993924781288521331e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993956671967886507e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.993988395243331979e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994019951993611528e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994051343092866091e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994082569410647920e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994113631811946163e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994144531157209599e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994175268302366533e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994205844098858904e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994236259393652233e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994266515029268305e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994296611843807909e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994326550670972154e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994356332340085203e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994385957676117016e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994415427499707505e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994444742627189271e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994473903870607501e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994502912037749809e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994531767932159028e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994560472353161629e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994589026095886197e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994617429951291854e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994645684706179622e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994673791143225117e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994701750040997013e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994729562173969839e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994757228312558084e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994784749223131826e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994812125668036629e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994839358405616281e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994866448190236952e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994893395772298561e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994920201898268886e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994946867310692085e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994973392748217123e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.994999778945616242e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995026026633803440e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995052136539854359e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995078109387030452e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995103945894794606e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995129646778836729e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995155212751083695e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995180644519730606e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995205942789253584e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995231108260429664e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995256141630356694e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995281043592477488e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995305814836588354e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995330456048870360e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995354967911899280e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995379351104671173e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995403606302612332e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995427734177607704e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995451735398015103e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995475610628682261e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995499360530969568e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995522985762761436e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995546486978493306e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995569864829161588e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995593119962350670e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995616253022237174e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995639264649625488e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995662155481950606e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995684926153300864e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995707577294440682e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995730109532819085e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995752523492592445e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995774819794641530e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995796999056589982e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995819061892814261e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995841008914470649e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995862840729503773e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995884557942667925e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995906161155545533e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995927650966557110e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995949027970983991e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995970292760983966e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.995991445925602648e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.996012488050796208e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.996033419719445590e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.996054241511370719e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.996074954003346136e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.996095557769123729e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.996116053379438426e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.996136441402032347e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.996156722401666173e+01,0.000000000000000000e+00,0.000000000000000000e+00
